archivo,linea,funcion,fragmento
inc/customizer.php,1168,__,"'label'       => __( 'Supresión tras conversión exitosa', 'ce-construction' ),"
inc/customizer.php,1169,__,"'description' => __( 'Se aplica únicamente cuando el destino es ""Abrir el Formulario de Cotización"" y ese formulario se envía con éxito. Con destino a una UR..."
inc/customizer.php,1211,__,"'30'    => __( '30 minutos', 'ce-construction' ),"
inc/customizer.php,1212,__,"'60'    => __( '1 hora', 'ce-construction' ),"
inc/customizer.php,1213,__,"'360'   => __( '6 horas', 'ce-construction' ),"
inc/customizer.php,1214,__,"'1440'  => __( '24 horas', 'ce-construction' ),"
inc/customizer.php,1215,__,"'4320'  => __( '3 días', 'ce-construction' ),"
inc/customizer.php,1216,__,"'10080' => __( '7 días', 'ce-construction' ),"
inc/customizer.php,1663,esc_attr_e,"<button type=""button"" class=""ce-hero-slides-item__up"" aria-label=""<?php esc_attr_e( 'Mover antes', 'ce-construction' ); ?>"">&uarr;</button>"
inc/customizer.php,1664,esc_attr_e,"<button type=""button"" class=""ce-hero-slides-item__down"" aria-label=""<?php esc_attr_e( 'Mover después', 'ce-construction' ); ?>"">&darr;</button>"
inc/customizer.php,1665,esc_attr_e,"<button type=""button"" class=""ce-hero-slides-item__remove"" aria-label=""<?php esc_attr_e( 'Quitar', 'ce-construction' ); ?>"">&times;</button>"
inc/customizer.php,1670,esc_html_e,"<button type=""button"" class=""button ce-hero-slides-add""><?php esc_html_e( 'Añadir imágenes', 'ce-construction' ); ?></button>"
inc/customizer.php,1774,esc_html_e,"<?php esc_html_e( 'Número', 'ce-construction' ); ?>"
inc/customizer.php,1778,esc_html_e,"<?php esc_html_e( 'Sufijo', 'ce-construction' ); ?>"
inc/customizer.php,1783,esc_html_e,"<?php esc_html_e( 'Etiqueta', 'ce-construction' ); ?>"
inc/customizer.php,1787,esc_html_e,"<?php esc_html_e( 'Icono (Font Awesome, ej. fa-solid fa-building)', 'ce-construction' ); ?>"
inc/customizer.php,1791,esc_attr_e,"<button type=""button"" class=""button ce-stats-items-item__up"" aria-label=""<?php esc_attr_e( 'Mover antes', 'ce-construction' ); ?>"">&uarr;</button>"
inc/customizer.php,1792,esc_attr_e,"<button type=""button"" class=""button ce-stats-items-item__down"" aria-label=""<?php esc_attr_e( 'Mover después', 'ce-construction' ); ?>"">&darr;</button>"
inc/customizer.php,1793,esc_attr_e,"<button type=""button"" class=""button ce-stats-items-item__remove"" aria-label=""<?php esc_attr_e( 'Quitar esta estadística', 'ce-construction' ); ?>""><?php esc_..."
inc/customizer.php,1793,esc_html_e,"<button type=""button"" class=""button ce-stats-items-item__remove"" aria-label=""<?php esc_attr_e( 'Quitar esta estadística', 'ce-construction' ); ?>""><?php esc_..."
inc/customizer.php,1799,esc_html_e,"<button type=""button"" class=""button button-secondary ce-stats-items-add""><?php esc_html_e( 'Añadir estadística', 'ce-construction' ); ?></button>"
inc/customizer.php,1913,esc_html_e,"<button type=""button"" class=""button ce-trust-badges-items-item__select-image""><?php esc_html_e( 'Seleccionar imagen', 'ce-construction' ); ?></button>"
inc/customizer.php,1914,esc_html_e,"<button type=""button"" class=""button ce-trust-badges-items-item__remove-image"" <?php echo $item['image_id'] ? '' : 'style=""display:none;""'; ?>><?php esc_html_..."
inc/customizer.php,1917,esc_html_e,"<?php esc_html_e( 'Etiqueta', 'ce-construction' ); ?>"
inc/customizer.php,1922,esc_html_e,"<?php esc_html_e( 'Número de licencia (opcional)', 'ce-construction' ); ?>"
inc/customizer.php,1926,esc_html_e,"<?php esc_html_e( 'Enlace de verificación (opcional)', 'ce-construction' ); ?>"
inc/customizer.php,1931,esc_attr_e,"<button type=""button"" class=""button ce-trust-badges-items-item__up"" aria-label=""<?php esc_attr_e( 'Mover antes', 'ce-construction' ); ?>"">&uarr;</button>"
inc/customizer.php,1932,esc_attr_e,"<button type=""button"" class=""button ce-trust-badges-items-item__down"" aria-label=""<?php esc_attr_e( 'Mover después', 'ce-construction' ); ?>"">&darr;</button>"
inc/customizer.php,1933,esc_attr_e,"<button type=""button"" class=""button ce-trust-badges-items-item__remove"" aria-label=""<?php esc_attr_e( 'Quitar esta insignia', 'ce-construction' ); ?>""><?php ..."
inc/customizer.php,1933,esc_html_e,"<button type=""button"" class=""button ce-trust-badges-items-item__remove"" aria-label=""<?php esc_attr_e( 'Quitar esta insignia', 'ce-construction' ); ?>""><?php ..."
inc/customizer.php,1939,esc_html_e,"<button type=""button"" class=""button button-secondary ce-trust-badges-items-add""><?php esc_html_e( 'Añadir insignia', 'ce-construction' ); ?></button>"
inc/home-builder.php,64,__,"'label'    => __( 'Hero', 'ce-construction' ),"
inc/home-builder.php,68,__,"'label'    => __( 'Quiénes Somos', 'ce-construction' ),"
inc/home-builder.php,72,__,"'label'    => __( 'Servicios', 'ce-construction' ),"
inc/home-builder.php,76,__,"'label'    => __( 'Proyectos', 'ce-construction' ),"
inc/home-builder.php,80,__,"'label'    => __( 'Estadísticas', 'ce-construction' ),"
inc/home-builder.php,84,__,"'label'    => __( 'Por Qué Elegirnos', 'ce-construction' ),"
inc/home-builder.php,88,__,"'label'    => __( 'Testimonios', 'ce-construction' ),"
inc/home-builder.php,113,__,"'label'    => __( 'Testimonios (página completa)', 'ce-construction' ),"
inc/home-builder.php,117,__,"'label'    => __( 'Galería', 'ce-construction' ),"
inc/home-builder.php,140,__,"'label'    => __( 'Equipo', 'ce-construction' ),"
inc/home-builder.php,144,__,"'label'    => __( 'Clientes', 'ce-construction' ),"
inc/home-builder.php,148,__,"'label'    => __( 'Preguntas Frecuentes', 'ce-construction' ),"
inc/home-builder.php,152,__,"'label'    => __( 'CTA', 'ce-construction' ),"
inc/home-builder.php,171,__,"'label'    => __( 'CTA Secundario', 'ce-construction' ),"
inc/home-builder.php,175,__,"'label'    => __( 'Formulario de Cotización', 'ce-construction' ),"
inc/home-builder.php,191,__,"'label'    => __( 'Insignias de Confianza', 'ce-construction' ),"
inc/home-builder.php,220,__,"'label'    => __( 'Google Reviews (Trustindex)', 'ce-construction' ),"
inc/home-builder.php,236,__,"'label'    => __( 'Financiamiento', 'ce-construction' ),"
inc/enqueue.php,101,__,"'sending'      => __( 'Enviando...', 'ce-construction' ),"
inc/enqueue.php,102,__,"'error'        => __( 'Ocurrió un error. Intenta nuevamente.', 'ce-construction' ),"
inc/enqueue.php,108,__,"'pauseSlider'  => __( 'Pausar', 'ce-construction' ),"
inc/enqueue.php,109,__,"'resumeSlider' => __( 'Reanudar', 'ce-construction' ),"
inc/enqueue.php,114,esc_attr_e,// 'Abrir menú' como valor inicial vía esc_attr_e() normal (no
inc/enqueue.php,118,__,"'openMobileNav'  => __( 'Abrir menú', 'ce-construction' ),"
inc/enqueue.php,119,__,"'closeMobileNav' => __( 'Cerrar menú', 'ce-construction' ),"
inc/enqueue.php,202,__,"* ningún string se hardcodea en el JS, todo pasa por __()/_x() en"
inc/enqueue.php,202,_x,"* ningún string se hardcodea en el JS, todo pasa por __()/_x() en"
inc/enqueue.php,217,__,"'mediaTitle'  => __( 'Selecciona imágenes para el slider del Hero', 'ce-construction' ),"
inc/enqueue.php,218,__,"'mediaButton' => __( 'Añadir al slider', 'ce-construction' ),"
inc/enqueue.php,255,__,"'labelCount'  => __( 'Número', 'ce-construction' ),"
inc/enqueue.php,256,__,"'labelSuffix' => __( 'Sufijo', 'ce-construction' ),"
inc/enqueue.php,257,__,"'labelLabel'  => __( 'Etiqueta', 'ce-construction' ),"
inc/enqueue.php,258,__,"'labelIcon'   => __( 'Icono (Font Awesome, ej. fa-solid fa-building)', 'ce-construction' ),"
inc/enqueue.php,259,__,"'labelRemove' => __( 'Quitar', 'ce-construction' ),"
inc/enqueue.php,294,__,"'mediaTitle'   => __( 'Selecciona una imagen para la insignia', 'ce-construction' ),"
inc/enqueue.php,295,__,"'mediaButton'  => __( 'Usar esta imagen', 'ce-construction' ),"
inc/enqueue.php,296,__,"'labelLabel'   => __( 'Etiqueta', 'ce-construction' ),"
inc/enqueue.php,297,__,"'labelLicense' => __( 'Número de licencia (opcional)', 'ce-construction' ),"
inc/enqueue.php,298,__,"'labelUrl'     => __( 'Enlace de verificación (opcional)', 'ce-construction' ),"
inc/enqueue.php,299,__,"'labelSelect'  => __( 'Seleccionar imagen', 'ce-construction' ),"
inc/enqueue.php,300,__,"'labelReplace' => __( 'Cambiar imagen', 'ce-construction' ),"
inc/enqueue.php,301,__,"'labelRemoveImage' => __( 'Quitar imagen', 'ce-construction' ),"
inc/enqueue.php,302,__,"'labelRemove'  => __( 'Quitar', 'ce-construction' ),"
inc/enqueue.php,343,__,"'mediaTitle' => __( 'Seleccionar imágenes', 'ce-construction' ),"
inc/quote-form.php,28,__,"'name'          => __( 'Cotizaciones', 'ce-construction' ),"
inc/quote-form.php,29,__,"'singular_name' => __( 'Cotización', 'ce-construction' ),"
inc/quote-form.php,30,__,"'all_items'     => __( 'Cotizaciones Recibidas', 'ce-construction' ),"
inc/quote-form.php,31,__,"'menu_name'     => __( 'Cotizaciones', 'ce-construction' ),"
inc/quote-form.php,53,__,"'title'         => __( 'Nombre', 'ce-construction' ),"
inc/quote-form.php,54,__,"'ce_email'      => __( 'Correo', 'ce-construction' ),"
inc/quote-form.php,55,__,"'ce_phone'      => __( 'Teléfono', 'ce-construction' ),"
inc/quote-form.php,56,__,"'ce_service'    => __( 'Servicio', 'ce-construction' ),"
inc/quote-form.php,57,__,"'ce_attachment' => __( 'Adjunto', 'ce-construction' ), // QA-031 (Sprint 8, Entregable 8.3): único punto de acceso legítimo al adjunto, vía endpoint autentic..."
inc/quote-form.php,85,esc_html__,"esc_html__( 'Descargar', 'ce-construction' )"
inc/quote-form.php,102,__,"wp_send_json_error( array( 'message' => __( 'Sesión no válida. Recarga la página e inténtalo de nuevo.', 'ce-construction' ) ), 403 );"
inc/quote-form.php,107,__,"wp_send_json_error( array( 'message' => __( 'Solicitud rechazada.', 'ce-construction' ) ), 400 );"
inc/quote-form.php,149,__,"wp_send_json_success( array( 'message' => __( '¡Gracias! Tu solicitud de cotización fue enviada. Te contactaremos muy pronto.', 'ce-construction' ) ) );"
inc/quote-form.php,183,__,"'data'    => array( 'message' => __( '¡Gracias! Tu solicitud de cotización fue enviada. Te contactaremos muy pronto.', 'ce-construction' ) ),"
inc/quote-form.php,186,__,"wp_send_json_success( array( 'message' => __( '¡Gracias! Tu solicitud de cotización fue enviada. Te contactaremos muy pronto.', 'ce-construction' ) ) );"
inc/quote-form.php,196,__,"'message' => __( 'Tu solicitud ya se está procesando. Por favor espera un momento antes de intentar de nuevo.', 'ce-construction' ),"
inc/quote-form.php,220,__,"wp_send_json_error( array( 'message' => __( 'Has enviado demasiadas solicitudes. Intenta de nuevo en unos minutos.', 'ce-construction' ) ), 429 );"
inc/quote-form.php,234,__,"$errors['name'] = __( 'Ingresa un nombre válido.', 'ce-construction' );"
inc/quote-form.php,237,__,"$errors['email'] = __( 'Ingresa un correo electrónico válido.', 'ce-construction' );"
inc/quote-form.php,240,__,"$errors['phone'] = __( 'Ingresa un teléfono válido.', 'ce-construction' );"
inc/quote-form.php,243,__,"$errors['service'] = __( 'Selecciona el servicio requerido.', 'ce-construction' );"
inc/quote-form.php,246,__,"$errors['message'] = __( 'Cuéntanos un poco más sobre tu proyecto (mínimo 10 caracteres).', 'ce-construction' );"
inc/quote-form.php,257,__,"'message' => __( 'Revisa los campos marcados.', 'ce-construction' ),"
inc/quote-form.php,271,__,"wp_send_json_error( array( 'message' => __( 'Error al subir el archivo.', 'ce-construction' ) ), 400 );"
inc/quote-form.php,298,__,"wp_send_json_error( array( 'message' => __( 'Formato de archivo no permitido. Usa PDF, JPG, PNG o WEBP.', 'ce-construction' ) ), 400 );"
inc/quote-form.php,304,__,"wp_send_json_error( array( 'message' => __( 'El archivo supera el tamaño máximo de 5MB.', 'ce-construction' ) ), 400 );"
inc/quote-form.php,338,__,"wp_send_json_error( array( 'message' => __( 'No se pudo procesar el archivo adjunto.', 'ce-construction' ) ), 400 );"
inc/quote-form.php,380,__,"wp_send_json_error( array( 'message' => __( 'No se pudo registrar tu solicitud. Por favor inténtalo de nuevo en unos minutos.', 'ce-construction' ) ), 500 );"
inc/quote-form.php,454,__,"'data'    => array( 'message' => __( 'Tu solicitud fue registrada, pero hubo un problema enviando la notificación por correo. Te contactaremos igualmente.', ..."
inc/quote-form.php,465,__,"'data'    => array( 'message' => __( '¡Gracias! Tu solicitud de cotización fue enviada. Te contactaremos muy pronto.', 'ce-construction' ) ),"
inc/quote-form.php,486,__,"$subject = sprintf( __( 'Nueva solicitud de cotización de %s', 'ce-construction' ), $name );"
inc/cpt-proyectos.php,14,__,"'name'          => __( 'Proyectos', 'ce-construction' ),"
inc/cpt-proyectos.php,15,__,"'singular_name' => __( 'Proyecto', 'ce-construction' ),"
inc/cpt-proyectos.php,16,__,"'add_new_item'  => __( 'Añadir Nuevo Proyecto', 'ce-construction' ),"
inc/cpt-proyectos.php,17,__,"'edit_item'     => __( 'Editar Proyecto', 'ce-construction' ),"
inc/cpt-proyectos.php,18,__,"'all_items'     => __( 'Todos los Proyectos', 'ce-construction' ),"
inc/cpt-proyectos.php,19,__,"'menu_name'     => __( 'Proyectos', 'ce-construction' ),"
inc/cpt-proyectos.php,34,__,"'name'          => __( 'Categorías de Proyecto', 'ce-construction' ),"
inc/cpt-proyectos.php,35,__,"'singular_name' => __( 'Categoría de Proyecto', 'ce-construction' ),"
inc/cpt-proyectos.php,45,__,"'name'          => __( 'Estados de Proyecto', 'ce-construction' ),"
inc/cpt-proyectos.php,46,__,"'singular_name' => __( 'Estado de Proyecto', 'ce-construction' ),"
inc/setup.php,47,__,"'primary' => __( 'Menú Principal', 'ce-construction' ),"
inc/setup.php,48,__,"'footer'  => __( 'Menú de Footer', 'ce-construction' ),"
inc/setup.php,58,__,"'name'          => __( 'Footer - Columna 1', 'ce-construction' ),"
inc/setup.php,66,__,"'name'          => __( 'Footer - Columna 2', 'ce-construction' ),"
inc/hero-image-position.php,60,__,"'center center' => __( 'Centro (por defecto)', 'ce-construction' ),"
inc/hero-image-position.php,61,__,"'center top'    => __( 'Arriba', 'ce-construction' ),"
inc/hero-image-position.php,62,__,"'center bottom' => __( 'Abajo', 'ce-construction' ),"
inc/hero-image-position.php,63,__,"'left center'   => __( 'Izquierda', 'ce-construction' ),"
inc/hero-image-position.php,64,__,"'right center'  => __( 'Derecha', 'ce-construction' ),"
inc/hero-image-position.php,65,__,"'left top'      => __( 'Arriba izquierda', 'ce-construction' ),"
inc/hero-image-position.php,66,__,"'right top'     => __( 'Arriba derecha', 'ce-construction' ),"
inc/hero-image-position.php,67,__,"'left bottom'   => __( 'Abajo izquierda', 'ce-construction' ),"
inc/hero-image-position.php,68,__,"'right bottom'  => __( 'Abajo derecha', 'ce-construction' ),"
inc/hero-image-position.php,98,__,"'label' => __( 'Posición en Heroes (CE Construction)', 'ce-construction' ),"
inc/hero-image-position.php,105,__,"'helps' => __( 'Solo aplica si esta imagen se usa como fondo de un Hero (portada o interior). Útil cuando la parte importante de la foto no está centrada.', ..."
inc/meta-boxes.php,19,__,"add_meta_box( 'ce_servicio_fields', __( 'Detalles del Servicio', 'ce-construction' ), 'ce_render_servicio_fields', 'servicio', 'normal', 'high' );"
inc/meta-boxes.php,21,__,"add_meta_box( 'ce_proyecto_fields', __( 'Detalles del Proyecto', 'ce-construction' ), 'ce_render_proyecto_fields', 'proyecto', 'normal', 'high' );"
inc/meta-boxes.php,22,__,"add_meta_box( 'ce_proyecto_gallery', __( 'Galería del Proyecto', 'ce-construction' ), 'ce_render_proyecto_gallery', 'proyecto', 'normal', 'default' );"
inc/meta-boxes.php,24,__,"add_meta_box( 'ce_testimonio_fields', __( 'Detalles del Testimonio', 'ce-construction' ), 'ce_render_testimonio_fields', 'testimonio', 'normal', 'high' );"
inc/meta-boxes.php,31,__,"add_meta_box( 'ce_testimonio_video', __( 'Video del Testimonio (opcional)', 'ce-construction' ), 'ce_render_testimonio_video_field', 'testimonio', 'normal', ..."
inc/meta-boxes.php,33,__,"add_meta_box( 'ce_equipo_fields', __( 'Detalles del Miembro', 'ce-construction' ), 'ce_render_equipo_fields', 'miembro_equipo', 'normal', 'high' );"
inc/meta-boxes.php,35,__,"add_meta_box( 'ce_cliente_fields', __( 'Detalles del Cliente', 'ce-construction' ), 'ce_render_cliente_fields', 'cliente', 'normal', 'high' );"
inc/meta-boxes.php,48,esc_html_e,"<label for=""ce_icono_fa""><strong><?php esc_html_e( 'Clase de icono Font Awesome (ej: fa-solid fa-trowel)', 'ce-construction' ); ?></strong></label><br>"
inc/meta-boxes.php,52,esc_html_e,"<label for=""ce_enlace_externo""><strong><?php esc_html_e( 'Enlace (opcional, si no usa el permalink del servicio)', 'ce-construction' ); ?></strong></label><br>"
inc/meta-boxes.php,68,esc_html_e,"<label><strong><?php esc_html_e( 'Cliente', 'ce-construction' ); ?></strong></label><br>"
inc/meta-boxes.php,72,esc_html_e,"<label><strong><?php esc_html_e( 'Ubicación', 'ce-construction' ); ?></strong></label><br>"
inc/meta-boxes.php,76,esc_html_e,"<label><strong><?php esc_html_e( 'Fecha de entrega', 'ce-construction' ); ?></strong></label><br>"
inc/meta-boxes.php,79,esc_html_e,"<p class=""description""><?php esc_html_e( 'El ""Estado"" se gestiona con la taxonomía Estado de Proyecto en la barra lateral.', 'ce-construction' ); ?></p>"
inc/meta-boxes.php,105,esc_html_e,"<button type=""button"" class=""button"" id=""ce-gallery-upload-btn""><?php esc_html_e( 'Seleccionar imágenes de galería', 'ce-construction' ); ?></button>"
inc/meta-boxes.php,119,esc_html_e,"<label><strong><?php esc_html_e( 'Nombre del cliente', 'ce-construction' ); ?></strong></label><br>"
inc/meta-boxes.php,123,esc_html_e,"<label><strong><?php esc_html_e( 'Cargo / Empresa', 'ce-construction' ); ?></strong></label><br>"
inc/meta-boxes.php,127,esc_html_e,"<label><strong><?php esc_html_e( 'Calificación (1-5)', 'ce-construction' ); ?></strong></label><br>"
inc/meta-boxes.php,156,esc_html_e,"<?php esc_html_e( 'Video opcional para este testimonio. Se muestra únicamente en la página completa de Testimonios — no aparece en el Home, en el slider ni e..."
inc/meta-boxes.php,160,esc_html_e,"<label><strong><?php esc_html_e( 'Opción A — Video local (Biblioteca de Medios)', 'ce-construction' ); ?></strong></label><br>"
inc/meta-boxes.php,167,esc_html_e,"<button type=""button"" class=""button"" id=""ce-testimonio-video-select-btn""><?php esc_html_e( 'Seleccionar video de la Biblioteca de Medios', 'ce-construction' ..."
inc/meta-boxes.php,168,esc_html_e,"<button type=""button"" class=""button"" id=""ce-testimonio-video-remove-btn"" <?php echo $video_valid ? '' : 'style=""display:none;""'; ?>><?php esc_html_e( 'Quitar..."
inc/meta-boxes.php,172,esc_html_e,"<label for=""ce_testimonio_video_url""><strong><?php esc_html_e( 'Opción B — URL de video externo compatible', 'ce-construction' ); ?></strong></label><br>"
inc/meta-boxes.php,175,esc_html_e,"<span class=""description""><?php esc_html_e( 'Debe ser un proveedor que WordPress reconozca de forma nativa mediante oEmbed (por ejemplo YouTube o Vimeo). Si ..."
inc/meta-boxes.php,182,__,"title: <?php echo wp_json_encode( __( 'Seleccionar video del testimonio', 'ce-construction' ) ); ?>,"
inc/meta-boxes.php,214,esc_html_e,"<label><strong><?php esc_html_e( 'Cargo', 'ce-construction' ); ?></strong></label><br>"
inc/meta-boxes.php,218,esc_html_e,"<label><strong><?php esc_html_e( 'LinkedIn (opcional)', 'ce-construction' ); ?></strong></label><br>"
inc/meta-boxes.php,232,esc_html_e,"<label><strong><?php esc_html_e( 'Sitio web del cliente (opcional)', 'ce-construction' ); ?></strong></label><br>"
inc/meta-boxes.php,235,esc_html_e,"<p class=""description""><?php esc_html_e( 'La imagen destacada se usa como logo del cliente.', 'ce-construction' ); ?></p>"
inc/cpt-faq.php,15,__,"'name'          => __( 'Preguntas Frecuentes', 'ce-construction' ),"
inc/cpt-faq.php,16,__,"'singular_name' => __( 'Pregunta Frecuente', 'ce-construction' ),"
inc/cpt-faq.php,17,__,"'add_new_item'  => __( 'Añadir Pregunta', 'ce-construction' ),"
inc/cpt-faq.php,18,__,"'edit_item'     => __( 'Editar Pregunta', 'ce-construction' ),"
inc/cpt-faq.php,19,__,"'all_items'     => __( 'Todas las Preguntas', 'ce-construction' ),"
inc/cpt-faq.php,20,__,"'menu_name'     => __( 'FAQ', 'ce-construction' ),"
inc/cpt-servicios.php,14,__,"'name'               => __( 'Servicios', 'ce-construction' ),"
inc/cpt-servicios.php,15,__,"'singular_name'      => __( 'Servicio', 'ce-construction' ),"
inc/cpt-servicios.php,16,__,"'add_new_item'       => __( 'Añadir Nuevo Servicio', 'ce-construction' ),"
inc/cpt-servicios.php,17,__,"'edit_item'          => __( 'Editar Servicio', 'ce-construction' ),"
inc/cpt-servicios.php,18,__,"'all_items'          => __( 'Todos los Servicios', 'ce-construction' ),"
inc/cpt-servicios.php,19,__,"'menu_name'          => __( 'Servicios', 'ce-construction' ),"
inc/cpt-servicios.php,39,__,"'name'          => __( 'Categorías de Servicio', 'ce-construction' ),"
inc/cpt-servicios.php,40,__,"'singular_name' => __( 'Categoría de Servicio', 'ce-construction' ),"
inc/cpt-testimonios.php,15,__,"'name'          => __( 'Testimonios', 'ce-construction' ),"
inc/cpt-testimonios.php,16,__,"'singular_name' => __( 'Testimonio', 'ce-construction' ),"
inc/cpt-testimonios.php,17,__,"'add_new_item'  => __( 'Añadir Nuevo Testimonio', 'ce-construction' ),"
inc/cpt-testimonios.php,18,__,"'edit_item'     => __( 'Editar Testimonio', 'ce-construction' ),"
inc/cpt-testimonios.php,19,__,"'all_items'     => __( 'Todos los Testimonios', 'ce-construction' ),"
inc/cpt-testimonios.php,20,__,"'menu_name'     => __( 'Testimonios', 'ce-construction' ),"
inc/quote-attachments.php,149,esc_html_e,<?php esc_html_e( 'CE Construction: no se pudo verificar automáticamente la protección de la carpeta de adjuntos de cotización (wp-content/uploads/cotizacion...
inc/quote-attachments.php,216,esc_html__,"wp_die( esc_html__( 'No autorizado.', 'ce-construction' ), 403 );"
inc/quote-attachments.php,224,esc_html__,"wp_die( esc_html__( 'Solicitud inválida.', 'ce-construction' ), 400 );"
inc/quote-attachments.php,228,esc_html__,"wp_die( esc_html__( 'Sesión no válida. Recarga la página e inténtalo de nuevo.', 'ce-construction' ), 403 );"
inc/quote-attachments.php,232,esc_html__,"wp_die( esc_html__( 'No autorizado.', 'ce-construction' ), 403 );"
inc/quote-attachments.php,236,esc_html__,"wp_die( esc_html__( 'No autorizado.', 'ce-construction' ), 403 );"
inc/quote-attachments.php,241,esc_html__,"wp_die( esc_html__( 'Adjunto no encontrado.', 'ce-construction' ), 404 );"
inc/quote-attachments.php,246,esc_html__,"wp_die( esc_html__( 'Adjunto no encontrado.', 'ce-construction' ), 404 );"
inc/quote-attachments.php,257,esc_html__,"wp_die( esc_html__( 'Adjunto no encontrado.', 'ce-construction' ), 404 );"
inc/helpers.php,298,__,"'btn_text'         => get_theme_mod( 'ce_offer_popup_btn_text', __( 'Quiero mi cotización', 'ce-construction' ) ),"
inc/helpers.php,1171,__,"'label'  => __( 'Proyectos realizados', 'ce-construction' ),"
inc/helpers.php,1177,__,"'label'  => __( 'Clientes satisfechos', 'ce-construction' ),"
inc/helpers.php,1183,__,"'label'  => __( 'Años de experiencia', 'ce-construction' ),"
inc/helpers.php,1189,__,"'label'  => __( 'Empleados', 'ce-construction' ),"
inc/helpers.php,1404,__,"__( '%1$s — Lic. %2$s', 'ce-construction' ),"
inc/cpt-clientes.php,15,__,"'name'          => __( 'Clientes', 'ce-construction' ),"
inc/cpt-clientes.php,16,__,"'singular_name' => __( 'Cliente', 'ce-construction' ),"
inc/cpt-clientes.php,17,__,"'add_new_item'  => __( 'Añadir Cliente', 'ce-construction' ),"
inc/cpt-clientes.php,18,__,"'edit_item'     => __( 'Editar Cliente', 'ce-construction' ),"
inc/cpt-clientes.php,19,__,"'all_items'     => __( 'Todos los Clientes', 'ce-construction' ),"
inc/cpt-clientes.php,20,__,"'menu_name'     => __( 'Clientes', 'ce-construction' ),"
inc/widgets.php,31,__,"__( 'CE: Información de Contacto', 'ce-construction' ),"
inc/widgets.php,33,__,"'description' => __( 'Teléfono, correo, dirección y horario. Los campos vacíos usan el valor ya configurado en el Personalizador.', 'ce-construction' ),"
inc/widgets.php,75,esc_html_e,"<label for=""<?php echo esc_attr( $this->get_field_id( 'title' ) ); ?>""><?php esc_html_e( 'Título:', 'ce-construction' ); ?></label>"
inc/widgets.php,79,esc_html_e,"<label for=""<?php echo esc_attr( $this->get_field_id( 'phone' ) ); ?>""><?php esc_html_e( 'Teléfono (vacío = usa el del Personalizador):', 'ce-construction' )..."
inc/widgets.php,83,esc_html_e,"<label for=""<?php echo esc_attr( $this->get_field_id( 'email' ) ); ?>""><?php esc_html_e( 'Correo (vacío = usa el del Personalizador):', 'ce-construction' ); ..."
inc/widgets.php,87,esc_html_e,"<label for=""<?php echo esc_attr( $this->get_field_id( 'address' ) ); ?>""><?php esc_html_e( 'Dirección (vacío = usa la del Personalizador):', 'ce-construction..."
inc/widgets.php,91,esc_html_e,"<label for=""<?php echo esc_attr( $this->get_field_id( 'schedule' ) ); ?>""><?php esc_html_e( 'Horario (vacío = usa el del Personalizador):', 'ce-construction'..."
inc/widgets.php,119,__,"__( 'CE: Redes Sociales', 'ce-construction' ),"
inc/widgets.php,121,__,"'description' => __( 'Muestra los iconos de redes sociales ya configurados en el Personalizador.', 'ce-construction' ),"
inc/widgets.php,162,esc_html_e,"<label for=""<?php echo esc_attr( $this->get_field_id( 'title' ) ); ?>""><?php esc_html_e( 'Título:', 'ce-construction' ); ?></label>"
inc/widgets.php,165,esc_html_e,"<p class=""description""><?php esc_html_e( 'Los enlaces se toman automáticamente del Personalizador → CE: Redes Sociales.', 'ce-construction' ); ?></p>"
inc/seo.php,251,__,"$items[] = array( 'label' => __( 'Inicio', 'ce-construction' ), 'url' => home_url( '/' ) );"
inc/seo.php,254,__,"$items[] = array( 'label' => __( 'Servicios', 'ce-construction' ), 'url' => get_post_type_archive_link( 'servicio' ) );"
inc/seo.php,257,__,"$items[] = array( 'label' => __( 'Servicios', 'ce-construction' ), 'url' => '' );"
inc/seo.php,259,__,"$items[] = array( 'label' => __( 'Proyectos', 'ce-construction' ), 'url' => get_post_type_archive_link( 'proyecto' ) );"
inc/seo.php,262,__,"$items[] = array( 'label' => __( 'Proyectos', 'ce-construction' ), 'url' => '' );"
inc/seo.php,264,__,"$items[] = array( 'label' => __( 'Equipo', 'ce-construction' ), 'url' => get_post_type_archive_link( 'miembro_equipo' ) );"
inc/seo.php,267,__,"$items[] = array( 'label' => __( 'Equipo', 'ce-construction' ), 'url' => '' );"
inc/seo.php,274,__,"$items[] = array( 'label' => __( 'Clientes', 'ce-construction' ), 'url' => get_post_type_archive_link( 'cliente' ) );"
inc/seo.php,279,__,"$items[] = array( 'label' => __( 'Clientes', 'ce-construction' ), 'url' => '' );"
inc/seo.php,281,__,"$items[] = array( 'label' => __( 'Blog', 'ce-construction' ), 'url' => get_permalink( get_option( 'page_for_posts' ) ) );"
inc/seo.php,287,esc_attr__,"echo '<nav class=""ce-breadcrumbs"" aria-label=""' . esc_attr__( 'Ruta de navegación', 'ce-construction' ) . '""><ol class=""ce-breadcrumbs__list"">';"
inc/seo.php,348,__,"'name'     => __( 'Inicio', 'ce-construction' ),"
inc/seo.php,354,__,"'name'     => __( 'Servicios', 'ce-construction' ),"
inc/seo.php,463,__,"'name'     => __( 'Inicio', 'ce-construction' ),"
inc/seo.php,469,__,"'name'     => __( 'Proyectos', 'ce-construction' ),"
inc/seo.php,513,__,"'name'     => __( 'Inicio', 'ce-construction' ),"
